Accession,Description,trt,measurement
AT2G14170,| Symbols: ALDH6B2 | aldehyde dehydrogenase  6B2 | chr2:5977727-5981899 REVERSE LENGTH=607,6,27
AT2G14170,| Symbols: ALDH6B2 | aldehyde dehydrogenase  6B2 | chr2:5977727-5981899 REVERSE LENGTH=607,6,27
AT2G14720,| Symbols: VSR4  VSR2;1  BP80-2;1  MTV4 | vacuolar sorting receptor 4 | chr2:6300878-6304156 REVERSE LENGTH=628,2,34.44
AT2G14720,| Symbols: VSR4  VSR2;1  BP80-2;1  MTV4 | vacuolar sorting receptor 4 | chr2:6300878-6304156 REVERSE LENGTH=628,2,53.382
AT2G14720,| Symbols: VSR4  VSR2;1  BP80-2;1  MTV4 | vacuolar sorting receptor 4 | chr2:6300878-6304156 REVERSE LENGTH=628,2,40.467
AT2G14720,| Symbols: VSR4  VSR2;1  BP80-2;1  MTV4 | vacuolar sorting receptor 4 | chr2:6300878-6304156 REVERSE LENGTH=628,6,46
AT2G14720,| Symbols: VSR4  VSR2;1  BP80-2;1  MTV4 | vacuolar sorting receptor 4 | chr2:6300878-6304156 REVERSE LENGTH=628,6,48
AT2G14720,| Symbols: VSR4  VSR2;1  BP80-2;1  MTV4 | vacuolar sorting receptor 4 | chr2:6300878-6304156 REVERSE LENGTH=628,6,51
AT2G14740,| Symbols: ATVSR3  VSR3  VSR2;2  BP80-2;2 | vaculolar sorting receptor 3 | chr2:6308895-6312303 FORWARD LENGTH=628,2,33.579
AT2G14740,| Symbols: ATVSR3  VSR3  VSR2;2  BP80-2;2 | vaculolar sorting receptor 3 | chr2:6308895-6312303 FORWARD LENGTH=628,2,52.521
AT2G14740,| Symbols: ATVSR3  VSR3  VSR2;2  BP80-2;2 | vaculolar sorting receptor 3 | chr2:6308895-6312303 FORWARD LENGTH=628,2,41.328
AT2G14740,| Symbols: ATVSR3  VSR3  VSR2;2  BP80-2;2 | vaculolar sorting receptor 3 | chr2:6308895-6312303 FORWARD LENGTH=628,6,48
AT2G14740,| Symbols: ATVSR3  VSR3  VSR2;2  BP80-2;2 | vaculolar sorting receptor 3 | chr2:6308895-6312303 FORWARD LENGTH=628,6,52
AT2G14740,| Symbols: ATVSR3  VSR3  VSR2;2  BP80-2;2 | vaculolar sorting receptor 3 | chr2:6308895-6312303 FORWARD LENGTH=628,6,51
AT2G14835,| Symbols:  | RING/U-box superfamily protein | chr2:6367238-6370610 FORWARD LENGTH=343,2,4.305
AT2G14835,| Symbols:  | RING/U-box superfamily protein | chr2:6367238-6370610 FORWARD LENGTH=343,2,4.305
AT2G14835,| Symbols:  | RING/U-box superfamily protein | chr2:6367238-6370610 FORWARD LENGTH=343,2,6.027
AT2G14835,| Symbols:  | RING/U-box superfamily protein | chr2:6367238-6370610 FORWARD LENGTH=343,6,6
AT2G14835,| Symbols:  | RING/U-box superfamily protein | chr2:6367238-6370610 FORWARD LENGTH=343,6,4
AT2G14835,| Symbols:  | RING/U-box superfamily protein | chr2:6367238-6370610 FORWARD LENGTH=343,6,7
AT2G14880,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:6393686-6394841 REVERSE LENGTH=141,2,6.888
AT2G14880,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:6393686-6394841 REVERSE LENGTH=141,2,5.166
AT2G14880,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:6393686-6394841 REVERSE LENGTH=141,2,6.888
AT2G14880,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:6393686-6394841 REVERSE LENGTH=141,6,7
AT2G14880,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:6393686-6394841 REVERSE LENGTH=141,6,6
AT2G14880,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:6393686-6394841 REVERSE LENGTH=141,6,5
AT2G16600,| Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173,2,68.019
AT2G16600,| Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173,2,67.158
AT2G16600,| Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173,2,67.158
AT2G16600,| Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173,6,58
AT2G16600,| Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173,6,65
AT2G16600,| Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173,6,51
AT2G17130,| Symbols: IDH2  IDH-II | isocitrate dehydrogenase subunit 2 | chr2:7461062-7462466 REVERSE LENGTH=367,2,6.888
AT2G17130,| Symbols: IDH2  IDH-II | isocitrate dehydrogenase subunit 2 | chr2:7461062-7462466 REVERSE LENGTH=367,2,9.471
AT2G17130,| Symbols: IDH2  IDH-II | isocitrate dehydrogenase subunit 2 | chr2:7461062-7462466 REVERSE LENGTH=367,2,6.027
AT2G17130,| Symbols: IDH2  IDH-II | isocitrate dehydrogenase subunit 2 | chr2:7461062-7462466 REVERSE LENGTH=367,6,10
AT2G17130,| Symbols: IDH2  IDH-II | isocitrate dehydrogenase subunit 2 | chr2:7461062-7462466 REVERSE LENGTH=367,6,7
AT2G17130,| Symbols: IDH2  IDH-II | isocitrate dehydrogenase subunit 2 | chr2:7461062-7462466 REVERSE LENGTH=367,6,11
AT2G17390,| Symbols: AKR2B | ankyrin repeat-containing 2B | chr2:7555870-7557743 FORWARD LENGTH=344,2,12.054
AT2G17390,| Symbols: AKR2B | ankyrin repeat-containing 2B | chr2:7555870-7557743 FORWARD LENGTH=344,2,12.915
AT2G17390,| Symbols: AKR2B | ankyrin repeat-containing 2B | chr2:7555870-7557743 FORWARD LENGTH=344,2,10.332
AT2G17390,| Symbols: AKR2B | ankyrin repeat-containing 2B | chr2:7555870-7557743 FORWARD LENGTH=344,6,10
AT2G17390,| Symbols: AKR2B | ankyrin repeat-containing 2B | chr2:7555870-7557743 FORWARD LENGTH=344,6,8
AT2G17390,| Symbols: AKR2B | ankyrin repeat-containing 2B | chr2:7555870-7557743 FORWARD LENGTH=344,6,9
AT2G17420,| Symbols: NTRA  ATNTRA  NTR2 | NADPH-dependent thioredoxin reductase A | chr2:7564357-7566219 FORWARD LENGTH=378,2,22.386
AT2G17420,| Symbols: NTRA  ATNTRA  NTR2 | NADPH-dependent thioredoxin reductase A | chr2:7564357-7566219 FORWARD LENGTH=378,2,23.247
AT2G17420,| Symbols: NTRA  ATNTRA  NTR2 | NADPH-dependent thioredoxin reductase A | chr2:7564357-7566219 FORWARD LENGTH=378,2,14.637
AT2G17420,| Symbols: NTRA  ATNTRA  NTR2 | NADPH-dependent thioredoxin reductase A | chr2:7564357-7566219 FORWARD LENGTH=378,6,13
AT2G17420,| Symbols: NTRA  ATNTRA  NTR2 | NADPH-dependent thioredoxin reductase A | chr2:7564357-7566219 FORWARD LENGTH=378,6,10
AT2G17420,| Symbols: NTRA  ATNTRA  NTR2 | NADPH-dependent thioredoxin reductase A | chr2:7564357-7566219 FORWARD LENGTH=378,6,14
AT2G17630,| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:7666637-7667905 FORWARD LENGTH=422,2,8.61
AT2G17630,| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:7666637-7667905 FORWARD LENGTH=422,2,12.915
AT2G17630,| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:7666637-7667905 FORWARD LENGTH=422,2,11.193
AT2G17630,| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:7666637-7667905 FORWARD LENGTH=422,6,9
AT2G17630,| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:7666637-7667905 FORWARD LENGTH=422,6,11
AT2G17630,| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:7666637-7667905 FORWARD LENGTH=422,6,8
AT2G17650,| Symbols:  | AMP-dependent synthetase and ligase family protein | chr2:7671041-7672936 FORWARD LENGTH=603,2,12.915
AT2G17650,| Symbols:  | AMP-dependent synthetase and ligase family protein | chr2:7671041-7672936 FORWARD LENGTH=603,2,8.61
AT2G17650,| Symbols:  | AMP-dependent synthetase and ligase family protein | chr2:7671041-7672936 FORWARD LENGTH=603,2,8.61
AT2G17650,| Symbols:  | AMP-dependent synthetase and ligase family protein | chr2:7671041-7672936 FORWARD LENGTH=603,6,8
AT2G17650,| Symbols:  | AMP-dependent synthetase and ligase family protein | chr2:7671041-7672936 FORWARD LENGTH=603,6,11
AT2G17650,| Symbols:  | AMP-dependent synthetase and ligase family protein | chr2:7671041-7672936 FORWARD LENGTH=603,6,8
AT2G17790,| Symbols: VPS35A  ZIP3 | VPS35 homolog A | chr2:7733685-7739344 FORWARD LENGTH=787,2,13.776
AT2G17790,| Symbols: VPS35A  ZIP3 | VPS35 homolog A | chr2:7733685-7739344 FORWARD LENGTH=787,2,11.193
AT2G17790,| Symbols: VPS35A  ZIP3 | VPS35 homolog A | chr2:7733685-7739344 FORWARD LENGTH=787,2,14.637
AT2G17790,| Symbols: VPS35A  ZIP3 | VPS35 homolog A | chr2:7733685-7739344 FORWARD LENGTH=787,6,10
AT2G17790,| Symbols: VPS35A  ZIP3 | VPS35 homolog A | chr2:7733685-7739344 FORWARD LENGTH=787,6,9
AT2G17790,| Symbols: VPS35A  ZIP3 | VPS35 homolog A | chr2:7733685-7739344 FORWARD LENGTH=787,6,11
AT2G17840,| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452,2,31.857
AT2G17840,| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452,2,34.44
AT2G17840,| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452,2,29.274
AT2G17840,| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452,6,30
AT2G17840,| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452,6,34
AT2G17840,| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452,6,29
AT2G17870,| Symbols: ATCSP3  CSP3 | cold shock domain protein 3 | chr2:7764276-7765181 REVERSE LENGTH=301,2,19.803
AT2G17870,| Symbols: ATCSP3  CSP3 | cold shock domain protein 3 | chr2:7764276-7765181 REVERSE LENGTH=301,2,17.22
AT2G17870,| Symbols: ATCSP3  CSP3 | cold shock domain protein 3 | chr2:7764276-7765181 REVERSE LENGTH=301,2,18.081
AT2G17870,| Symbols: ATCSP3  CSP3 | cold shock domain protein 3 | chr2:7764276-7765181 REVERSE LENGTH=301,6,19
AT2G17870,| Symbols: ATCSP3  CSP3 | cold shock domain protein 3 | chr2:7764276-7765181 REVERSE LENGTH=301,6,22
AT2G17870,| Symbols: ATCSP3  CSP3 | cold shock domain protein 3 | chr2:7764276-7765181 REVERSE LENGTH=301,6,24
AT2G17980,| Symbols: ATSLY1 | Sec1/munc18-like (SM) proteins superfamily | chr2:7824352-7826404 FORWARD LENGTH=627,2,17.22
AT2G17980,| Symbols: ATSLY1 | Sec1/munc18-like (SM) proteins superfamily | chr2:7824352-7826404 FORWARD LENGTH=627,2,21.525
AT2G17980,| Symbols: ATSLY1 | Sec1/munc18-like (SM) proteins superfamily | chr2:7824352-7826404 FORWARD LENGTH=627,2,18.942
AT2G17980,| Symbols: ATSLY1 | Sec1/munc18-like (SM) proteins superfamily | chr2:7824352-7826404 FORWARD LENGTH=627,6,12
AT2G17980,| Symbols: ATSLY1 | Sec1/munc18-like (SM) proteins superfamily | chr2:7824352-7826404 FORWARD LENGTH=627,6,18
AT2G17980,| Symbols: ATSLY1 | Sec1/munc18-like (SM) proteins superfamily | chr2:7824352-7826404 FORWARD LENGTH=627,6,17
AT2G18020,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,2,56.826
AT2G18020,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,2,62.853
AT2G18020,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,2,59.409
AT2G18020,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,6,52
AT2G18020,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,6,49
AT2G18020,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,6,52
AT2G18080,| Symbols: EDA2 | Serine carboxypeptidase S28 family protein | chr2:7857198-7859715 FORWARD LENGTH=489,2,7.749
AT2G18080,| Symbols: EDA2 | Serine carboxypeptidase S28 family protein | chr2:7857198-7859715 FORWARD LENGTH=489,2,6.888
AT2G18080,| Symbols: EDA2 | Serine carboxypeptidase S28 family protein | chr2:7857198-7859715 FORWARD LENGTH=489,2,5.166
AT2G18080,| Symbols: EDA2 | Serine carboxypeptidase S28 family protein | chr2:7857198-7859715 FORWARD LENGTH=489,6,7
AT2G18080,| Symbols: EDA2 | Serine carboxypeptidase S28 family protein | chr2:7857198-7859715 FORWARD LENGTH=489,6,6
AT2G18080,| Symbols: EDA2 | Serine carboxypeptidase S28 family protein | chr2:7857198-7859715 FORWARD LENGTH=489,6,6
AT2G18110,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231,2,15.498
AT2G18110,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231,2,24.969
AT2G18110,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231,2,19.803
AT2G18110,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231,6,16
AT2G18110,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231,6,19
AT2G18110,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231,6,14
AT2G18330,| Symbols:  | AAA-type ATPase family protein | chr2:7965829-7968915 FORWARD LENGTH=636,2,5.166
AT2G18330,| Symbols:  | AAA-type ATPase family protein | chr2:7965829-7968915 FORWARD LENGTH=636,2,7.749
AT2G18330,| Symbols:  | AAA-type ATPase family protein | chr2:7965829-7968915 FORWARD LENGTH=636,2,5.166
AT2G18330,| Symbols:  | AAA-type ATPase family protein | chr2:7965829-7968915 FORWARD LENGTH=636,6,7
AT2G18330,| Symbols:  | AAA-type ATPase family protein | chr2:7965829-7968915 FORWARD LENGTH=636,6,8
AT2G18330,| Symbols:  | AAA-type ATPase family protein | chr2:7965829-7968915 FORWARD LENGTH=636,6,7
AT2G18340,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:7969400-7971025 FORWARD LENGTH=456,2,24.108
AT2G18340,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:7969400-7971025 FORWARD LENGTH=456,2,27.552
AT2G18340,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:7969400-7971025 FORWARD LENGTH=456,2,18.942
AT2G18340,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:7969400-7971025 FORWARD LENGTH=456,6,20
AT2G18340,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:7969400-7971025 FORWARD LENGTH=456,6,17
AT2G18340,| Symbols:  | late embryogenesis abundant domain-containing protein / LEA domain-containing protein | chr2:7969400-7971025 FORWARD LENGTH=456,6,16
AT2G18370,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:7980687-7981475 FORWARD LENGTH=116,2,9.471
AT2G18370,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:7980687-7981475 FORWARD LENGTH=116,2,7.749
AT2G18370,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:7980687-7981475 FORWARD LENGTH=116,2,12.054
AT2G18370,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:7980687-7981475 FORWARD LENGTH=116,6,21
AT2G18370,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:7980687-7981475 FORWARD LENGTH=116,6,27
AT2G18370,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:7980687-7981475 FORWARD LENGTH=116,6,24
AT2G18450,| Symbols: SDH1-2 | succinate dehydrogenase 1-2 | chr2:7997510-8000801 REVERSE LENGTH=632,2,26.691
AT2G18450,| Symbols: SDH1-2 | succinate dehydrogenase 1-2 | chr2:7997510-8000801 REVERSE LENGTH=632,2,31.857
AT2G18450,| Symbols: SDH1-2 | succinate dehydrogenase 1-2 | chr2:7997510-8000801 REVERSE LENGTH=632,2,23.247
AT2G18450,| Symbols: SDH1-2 | succinate dehydrogenase 1-2 | chr2:7997510-8000801 REVERSE LENGTH=632,6,26
AT2G18450,| Symbols: SDH1-2 | succinate dehydrogenase 1-2 | chr2:7997510-8000801 REVERSE LENGTH=632,6,30
AT2G18450,| Symbols: SDH1-2 | succinate dehydrogenase 1-2 | chr2:7997510-8000801 REVERSE LENGTH=632,6,25
AT2G18540,| Symbols:  | RmlC-like cupins superfamily protein | chr2:8042382-8045008 REVERSE LENGTH=707,2,94.71
AT2G18540,| Symbols:  | RmlC-like cupins superfamily protein | chr2:8042382-8045008 REVERSE LENGTH=707,2,91.266
AT2G18540,| Symbols:  | RmlC-like cupins superfamily protein | chr2:8042382-8045008 REVERSE LENGTH=707,2,74.907
AT2G18540,| Symbols:  | RmlC-like cupins superfamily protein | chr2:8042382-8045008 REVERSE LENGTH=707,6,96
AT2G18540,| Symbols:  | RmlC-like cupins superfamily protein | chr2:8042382-8045008 REVERSE LENGTH=707,6,105
AT2G18540,| Symbols:  | RmlC-like cupins superfamily protein | chr2:8042382-8045008 REVERSE LENGTH=707,6,101
AT2G18960,| Symbols: AHA1  PMA  OST2  HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949,2,17.22
AT2G18960,| Symbols: AHA1  PMA  OST2  HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949,2,22.386
AT2G18960,| Symbols: AHA1  PMA  OST2  HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949,2,24.108
AT2G18960,| Symbols: AHA1  PMA  OST2  HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949,6,22
AT2G18960,| Symbols: AHA1  PMA  OST2  HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949,6,27
AT2G18960,| Symbols: AHA1  PMA  OST2  HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949,6,23
AT2G19520,| Symbols: FVE  ACG1  MSI4  NFC4  NFC04  ATMSI4 | Transducin family protein / WD-40 repeat family protein | chr2:8456006-8459235 FORWARD LENGTH=507,2,35.301
AT2G19520,| Symbols: FVE  ACG1  MSI4  NFC4  NFC04  ATMSI4 | Transducin family protein / WD-40 repeat family protein | chr2:8456006-8459235 FORWARD LENGTH=507,2,24.969
AT2G19520,| Symbols: FVE  ACG1  MSI4  NFC4  NFC04  ATMSI4 | Transducin family protein / WD-40 repeat family protein | chr2:8456006-8459235 FORWARD LENGTH=507,2,29.274
AT2G19520,| Symbols: FVE  ACG1  MSI4  NFC4  NFC04  ATMSI4 | Transducin family protein / WD-40 repeat family protein | chr2:8456006-8459235 FORWARD LENGTH=507,6,20
AT2G19520,| Symbols: FVE  ACG1  MSI4  NFC4  NFC04  ATMSI4 | Transducin family protein / WD-40 repeat family protein | chr2:8456006-8459235 FORWARD LENGTH=507,6,25
AT2G19520,| Symbols: FVE  ACG1  MSI4  NFC4  NFC04  ATMSI4 | Transducin family protein / WD-40 repeat family protein | chr2:8456006-8459235 FORWARD LENGTH=507,6,24
AT2G19570,| Symbols: CDA1  AT-CDA1  DESZ | cytidine deaminase 1 | chr2:8470598-8471503 REVERSE LENGTH=301,2,6.888
AT2G19570,| Symbols: CDA1  AT-CDA1  DESZ | cytidine deaminase 1 | chr2:8470598-8471503 REVERSE LENGTH=301,2,10.332
AT2G19570,| Symbols: CDA1  AT-CDA1  DESZ | cytidine deaminase 1 | chr2:8470598-8471503 REVERSE LENGTH=301,2,8.61
AT2G19570,| Symbols: CDA1  AT-CDA1  DESZ | cytidine deaminase 1 | chr2:8470598-8471503 REVERSE LENGTH=301,6,4
AT2G19570,| Symbols: CDA1  AT-CDA1  DESZ | cytidine deaminase 1 | chr2:8470598-8471503 REVERSE LENGTH=301,6,5
AT2G19570,| Symbols: CDA1  AT-CDA1  DESZ | cytidine deaminase 1 | chr2:8470598-8471503 REVERSE LENGTH=301,6,5
AT2G19730,| Symbols:  | Ribosomal L28e protein family | chr2:8511752-8512995 FORWARD LENGTH=143,2,38.745
AT2G19730,| Symbols:  | Ribosomal L28e protein family | chr2:8511752-8512995 FORWARD LENGTH=143,2,38.745
AT2G19730,| Symbols:  | Ribosomal L28e protein family | chr2:8511752-8512995 FORWARD LENGTH=143,2,30.996
AT2G19730,| Symbols:  | Ribosomal L28e protein family | chr2:8511752-8512995 FORWARD LENGTH=143,6,24
AT2G19730,| Symbols:  | Ribosomal L28e protein family | chr2:8511752-8512995 FORWARD LENGTH=143,6,30
AT2G19730,| Symbols:  | Ribosomal L28e protein family | chr2:8511752-8512995 FORWARD LENGTH=143,6,31
AT2G19740,| Symbols:  | Ribosomal protein L31e family protein | chr2:8513577-8514346 FORWARD LENGTH=119,2,7.749
AT2G19740,| Symbols:  | Ribosomal protein L31e family protein | chr2:8513577-8514346 FORWARD LENGTH=119,2,7.749
AT2G19740,| Symbols:  | Ribosomal protein L31e family protein | chr2:8513577-8514346 FORWARD LENGTH=119,2,6.027
AT2G19740,| Symbols:  | Ribosomal protein L31e family protein | chr2:8513577-8514346 FORWARD LENGTH=119,6,5
AT2G19740,| Symbols:  | Ribosomal protein L31e family protein | chr2:8513577-8514346 FORWARD LENGTH=119,6,8
AT2G19740,| Symbols:  | Ribosomal protein L31e family protein | chr2:8513577-8514346 FORWARD LENGTH=119,6,7
AT2G19900,| Symbols: ATNADP-ME1  NADP-ME1 | NADP-malic enzyme 1 | chr2:8592106-8595403 REVERSE LENGTH=581,2,133.455
AT2G19900,| Symbols: ATNADP-ME1  NADP-ME1 | NADP-malic enzyme 1 | chr2:8592106-8595403 REVERSE LENGTH=581,2,142.926
AT2G19900,| Symbols: ATNADP-ME1  NADP-ME1 | NADP-malic enzyme 1 | chr2:8592106-8595403 REVERSE LENGTH=581,2,128.289
AT2G19900,| Symbols: ATNADP-ME1  NADP-ME1 | NADP-malic enzyme 1 | chr2:8592106-8595403 REVERSE LENGTH=581,6,127
AT2G19900,| Symbols: ATNADP-ME1  NADP-ME1 | NADP-malic enzyme 1 | chr2:8592106-8595403 REVERSE LENGTH=581,6,132
AT2G19900,| Symbols: ATNADP-ME1  NADP-ME1 | NADP-malic enzyme 1 | chr2:8592106-8595403 REVERSE LENGTH=581,6,130
AT2G19940,| Symbols:  | oxidoreductases  acting on the aldehyde or oxo group of donors  NAD or NADP as acceptor;copper ion binding | chr2:8613168-8615649 FORWARD LENGTH=401,2,17.22
AT2G19940,| Symbols:  | oxidoreductases  acting on the aldehyde or oxo group of donors  NAD or NADP as acceptor;copper ion binding | chr2:8613168-8615649 FORWARD LENGTH=401,2,21.525
AT2G19940,| Symbols:  | oxidoreductases  acting on the aldehyde or oxo group of donors  NAD or NADP as acceptor;copper ion binding | chr2:8613168-8615649 FORWARD LENGTH=401,2,24.108
AT2G19940,| Symbols:  | oxidoreductases  acting on the aldehyde or oxo group of donors  NAD or NADP as acceptor;copper ion binding | chr2:8613168-8615649 FORWARD LENGTH=401,6,16
AT2G19940,| Symbols:  | oxidoreductases  acting on the aldehyde or oxo group of donors  NAD or NADP as acceptor;copper ion binding | chr2:8613168-8615649 FORWARD LENGTH=401,6,15
